Iteration,Couchbase_Insert,Couchbase_Select
1,2.3281469345092773,8.30798864364624
2,2.3266026973724365,15.881109714508057
3,3.906313419342041,27.123769760131836
4,2.408064126968384,24.58333468437195
5,2.5210320949554443,29.839136600494385
6,2.4421310424804688,33.47110366821289
7,2.4448955059051514,37.325350284576416
8,2.411728620529175,42.0001277923584
9,2.4663870334625244,46.263503074645996
10,2.446561813354492,50.438289403915405
