Iteration,Postgres_Insert,Postgres_Select
1,1.4577651023864746,12.65627646446228
2,1.3834285736083984,25.173428058624268
3,1.287142038345337,38.43076252937317
4,1.1088786125183105,48.7344274520874
5,1.210693120956421,60.072951555252075
6,1.2860150337219238,72.9106273651123
7,1.369565486907959,88.09423565864563
8,1.3651618957519531,100.98213028907776
9,1.305436611175537,110.62224292755127
10,1.1843063831329346,126.17367029190063
