Iteration,Couchbase_Insert,Couchbase_Select
1,0.8715784549713135,3.99733829498291
2,0.7470948696136475,5.697442293167114
3,0.6648006439208984,7.312901258468628
4,0.5713129043579102,9.56426215171814
5,0.641301155090332,10.983227252960205
6,0.6580429077148438,14.11494755744934
7,0.9107201099395752,15.687182664871216
8,0.7177410125732422,17.042839527130127
9,0.8323051929473877,18.92152738571167
10,0.7845118045806885,20.524735927581787
